Emplid,Employee Name,Employee Email ID,Grade,Employee Status,Hire Date,Past Experience,Current Experience,Total Experience,Location Category ,Country,City ,Pool Description ,Department ID ,Business Unit,Project Category ,SL/IND_CLUSTER,Customer,SSL/POD,Project Id,Project Name,Project Mgr PSID,Project Mgr Name,Project Type,Billing Type,Project Status,Project Role,Task Type,Action Reason,Establishment Date,Resource Start Date ,Resource End Date,Analysis Type,Supervisor Id,Supervisor Name,Supervisor Email ID,Assignment So Id ,Hire So Id,Master Account,Marketing Geo,First Billable Assignment start date Recorded in system ,Hiring Channel,Project Based SL,Project Based SSL,Project Account,Customer Name,Resource Based SL,Resource Based SSL,% Allocation,Allocation % count,Forecast Date,Future Allocation,Skiil,Confirm release,Project end date,LWD,Exit,Bench aging,D rated,Status,PSSL,Campus/Lateral,Campus status,G2,Bench allocation category,NE under bench,NE under bench Duration,Onsite status,Final Status,Bench Gird,Status without BZ,Comments as of today,Release Week?,Current or Future Bench,Exit date (+60 days),Exit Week,OC,ll,Leave type,BZ resources,Concatenation,revised end date,Allocation % Status,RM Status for BZ,CMP,Total Allocation %,CAO,CAO Bench Project,BNH_BNHP Projects,Project based SL,Validation,Project based SSL,Validation.1,Final Status Category,Final Status Sub Category,CAO Status,Releases in Next 30 days and beyond,Project Start Date,Ageing (Today - Tentative Billing Start date),Tentative Billing Start date,Release Month,Confirm Release Period,Resignation Submitted Date,Validation.2,Ratings?,TalentX  - Core Skill,TalentX  Primary & Seconday Skills,RM,Final Status RM Deployement back,"Talent Core, Primary and Secondary",a,Unnamed: 111, 
69200,Sunil Mishra,sunil.mishra@itcinfotech.com,BC4,Employee,2/24/2021,0.3,4.3,4.6,Onsite,Germany,BERLIN,Pool for DATA,BAT_DM,I3LBN,INV,DXP,Driscoll India,CROWN_PACK,74268,BAT_DM,26284,"Sunita,Sharma",INV,FP,A,ASSOCIATE CONS,NI,SRV,2/24/2021,3/11/2021,11/20/2022,BIL,24467,Kunal Nair,kunal.nair@itcinfotech.com,5683516,7865555,Driscoll India,I3L,6/6/2020,CMP,DXP,CMS,Driscoll India,Driscoll India,DXP,ITCSMG,100,1.0,6/16/2027,BE,TypeScript,Unclear,11/20/2022,,,386.6,,Billed,CIO_SERV_MGT,Lateral,,,100% on bench,,Awaiting project extension,,Allocated to Billable Project,31-60 days,Billed,,Releases by 27th January 27,Current bench,1/19/2023,Exit by 6th March 27,,,,,6920074268,12/19/2022,Exceeds 100%,,,100,Goldman Sachs,AON,BNH,DXP,Yes,,Yes,,Allocated to Billable Project,New,Release in 30 days,3/11/2021,,7/17/2025,Nov-22,,,,,TypeScript,"Azure, Tableau",Joyce Ross,Unclear,"-TypeScript, Azure, Tableau",Nov-22,,
38563,Arun Rao,arun.rao@itcinfotech.com,IS2,Employee,12/30/2018,10.3,4.7,15.0,Onsite,France,PARIS,Pool for DATA,BCG,ITAUT,BILL,DXP,Marriott Hotels India,GIC_ERP,65258,GIC_INFRA,25798,"Ajay,Dutta",BILL,T&M,A,CONSULTANT,BE,SRV,12/30/2018,1/17/2019,3/24/2021,BIL,41729,Amit Sharma,amit.sharma@itcinfotech.com,2289861,8888755,Marriott Hotels India,I2B,9/5/2024,DCR,DXP,DXP_SAAS,Marriott Hotels India,Marriott Hotels India,DXP,ITCSMG,25,0.25,6/23/2027,,ERP-SAP,Extension to be performed/Initiated,3/24/2021,6/1/2026,,489.0,,Allocated under project,DAY-0-DLY,Campus,,,25% to 50% on bench,,0,,Proposed - Pending Interview,31-60 days,Allocated under project,,Releases by 11th March 27,Current bench,5/23/2021,Exit by 14th May 27,,,,,3856365258,5/20/2021,,,,25,BlackRock Inc,KONE,BNH,DXP,No,ITC,,New Hire to be allocated to projects,Proposed - Pending Interview,Old,Release in 60 days,1/17/2019,,5/24/2027,Mar-21,,,,,ERP-SAP,"Microservices, SQL",Vimal Malhotra,No,"-ERP-SAP, Microservices, SQL",Mar-21,,
52225,Priya Pillai,priya.pillai@itcinfotech.com,IS3,Employee,1/20/2021,13.2,0.5,13.7,Onsite,UAE,DUBAI,Pool for ERP,GIC_INFRA,ITAUT,OD,CIO_SERV,Goldman Sachs,CIO_SERV_MGT,51725,BAT_DM,40638,"Vikram,Kulkarni",OD,"FP,T&M",P,GDC_DEV,BE,CDP,1/20/2021,1/22/2021,2/3/2023,BIL,22296,Rahul Banerjee,rahul.banerjee@itcinfotech.com,6267228,7536601,Goldman Sachs,I2B,9/16/2023,LNP,CIO_SERV,BZDAI,Goldman Sachs,Goldman Sachs,CIO_SERV,ITC,75,0.75,11/27/2026,NI,TypeScript,Confirmed Release,2/3/2023,8/13/2026,,449.1,,Allocated under project,DAY-0-DLY,Campus,,,50% to 99% on bench,,HR Action,,Proposed - Pending Interview,>91 days,Allocated under project,,Releases by 5th March 27,Current bench,4/4/2023,Exit by 9th March 27,,,,,5222551725,1/8/2023,,,,75,British American Tobacco Shared Services,BSH,Other,CIO_SERV,No,,,New Hire to be allocated to projects,Proposed - Pending Interview,New,Released to Bench,1/22/2021,,7/26/2026,Feb-23,,,,D2,TypeScript,"Azure, Apache Spark",Sandya S,Yes,"-TypeScript, Azure, Apache Spark",Feb-23,,
76613,Arjun Reddy,arjun.reddy@itcinfotech.com,IS9,Employee,12/21/2024,0.4,5.5,5.9,Onsite,Australia,SYDNEY,Pool for DATA,BCG,HRBAU,DLMGT,EMEA,Goldman Sachs Services India,CIO_SERV_MGT,98304,GIC_INFRA,42195,"Naveen,Mishra",DLMGT,T&M,A,CONSULTANT,NI,RED,12/21/2024,1/5/2025,2/2/2027,BIL,34225,Vijay Sen,vijay.sen@itcinfotech.com,4937419,8279290,Goldman Sachs Services India,APAC,7/3/2021,INF,EMEA,DATA_IN,Goldman Sachs Services India,Goldman Sachs Services India,EMEA,ADM,25,0.25,3/16/2027,BE,Angular,Confirmed Release,2/2/2027,,,114.0,D2,Allocated under project,BLACKROCK,Campus,Allocated,,25% to 50% on bench,,0,,Proposed - Pending Interview,31-60 days,Allocated under project,,Releases by 26th February 27,Current bench,4/3/2027,Exit by 1th March 27,,,,,7661398304,3/20/2027,Exceeds 100%,,,25,ACCOR SA,ACCOR,BNH,EMEA,No,DXP_SAAS,Yes,,Proposed - Pending Interview,New,Beyond 60 days,1/5/2025,,4/9/2026,Feb-27,,,,,Angular,"AWS, Python",Mohan Pawar,Yes,"-Angular, AWS, Python",Feb-27,,
45909,Deepa Rao,deepa.rao@itcinfotech.com,DT6,Employee,2/27/2019,9.3,5.0,14.3,Onsite,Canada,TORONTO,Pool for ABINV AD,BLACKROCK,I3LBN,DLMGT,CIO_SERV,Goldman Sachs Services India,CAMPUS_BATCH,51721,ERP_SAP_IMPL,60243,"Gaurav,Reddy",DLMGT,FP,P,GDC_DEV,NI,REI,2/27/2019,3/8/2019,12/15/2022,BIL,51880,Ajay Sarkar,ajay.sarkar@itcinfotech.com,5482331,4040679,Goldman Sachs Services India,I2B,9/21/2023,INF,CIO_SERV,CMS,Goldman Sachs Services India,Goldman Sachs Services India,CIO_SERV,ITC,25,0.25,12/26/2026,NE,UI/UX Design,Unclear,12/15/2022,5/22/2026,,20.4,,Support,CIO_SERV_MGT,Campus,Without FBD,,25% to 50% on bench,,Awaiting project extension,,Proposed - Feedback Awaiting,<30 days,Support,,Releases by 19th February 27,Future bench,2/13/2023,Exit by 3th May 27,,,,,4590951721,2/3/2023,,,,25,AB InBev GCC Services India Pvt Ltd,GOLDMAN_S,Other,CIO_SERV,,BZDAI,No,New Hire to be allocated to projects,Proposed - Feedback Awaiting,New,Release in 60 days,3/8/2019,,7/17/2025,Dec-22,,,,D2,UI/UX Design,"Ansible, React",Shubham Lahiri,No,"-UI/UX Design, Ansible, React",Dec-22,,
59616,Ravi Kulkarni,ravi.kulkarni@itcinfotech.com,IS1,Non-Employee,2/9/2020,12.1,5.4,17.5,Onsite,India,MUMBAI,Pool for DATA,GIC_INFRA,HRBMY,DEPT,EMEA,Baker Hughes India,CIO_SERV_MGT,55026,BAT_DM,12729,"Smita,Iyer",DEPT,"FP,T&M",A,CONSULTANT,LL,CDP,2/9/2020,2/17/2020,6/5/2023,BIL,68951,Sunita Mishra,sunita.mishra@itcinfotech.com,5512879,4425948,Baker Hughes India,I2B,7/11/2021,REG,EMEA,CMS,Baker Hughes India,Baker Hughes India,EMEA,ITCICL,50,0.5,7/15/2026,NE,Data Engineering,Extension to be performed/Initiated,6/5/2023,8/7/2026,Exit by 13th March 26,105.1,,Resigned,DAY-0-DLY,Campus,,,50% to 99% on bench,,0,,NAFD - Resigned,<30 days,Resigned,,Releases by 27th February 27,Current bench,8/4/2023,Exit by 13th April 27,,,,,5961655026,5/11/2023,Exceeds 100%,,,50,ACCOR SA,BSH,Other,EMEA,,BZDAI,Yes,New Hire to be allocated to projects,NAFD - Resigned,New,Released to Bench,2/17/2020,,7/26/2025,Jun-23,,2/15/2026,,,Data Engineering,"Kubernetes, Artificial Intelligence",Purva Shikhare,Unclear,"-Data Engineering, Kubernetes, Artificial Intelligence",Jun-23,,
82152,Anita Patel,anita.patel@itcinfotech.com,IS7,Employee,1/30/2021,14.4,3.4,17.8,Onsite,South Africa,JOHANNESBURG,Pool for ACCOR AD,BAT_DM,I2DEU,OD,EMEA,BlackRock Inc,CROWN_PACK,23451,GIC_INFRA,54134,"Divya,Nair",OD,"FP,T&M",A,GDC_DEV,NE,LAT,1/30/2021,2/8/2021,5/11/2024,BIL,61404,Ajay Kumar,ajay.kumar@itcinfotech.com,9060352,7014574,BlackRock Inc,EUROPE,11/6/2023,OCM,EMEA,DXP_SAAS,BlackRock Inc,BlackRock Inc,EMEA,CMS,75,0.75,1/22/2027,,AWS,Unclear,5/11/2024,2/23/2026,,204.9,,Allocated under project,CIO_SERV_MGT,Campus,Released From Project,,50% to 99% on bench,,Future Allocation,,Proposed - Pending Interview,61-90 days,Allocated under project,,Releases by 20th March 27,Current bench,7/10/2024,Exit by 14th March 27,,,,,8215223451,6/16/2024,Exceeds 100%,,,75,BSH India,ADGM,BNHP,EMEA,No,DXP_SAAS,,,Proposed - Pending Interview,,Beyond 60 days,2/8/2021,,6/13/2026,May-24,,,,D2,AWS,"Tableau, Ansible",Vinila Kizhakke Valappil,,"-AWS, Tableau, Ansible",May-24,,
85577,Smita Roy,smita.roy@itcinfotech.com,3PT,Employee,7/6/2018,8.4,0.6,9.0,Onsite,Canada,TORONTO,Pool for ACCOR AD,GIC_INFRA,HRBPH,BENCH,MARKETING,ABB India Limited,GIC_ERP,42685,GIC_INFRA,77803,"Kiran,Reddy",BENCH,T&M,A,CONSULTANT,IN,LAT,7/6/2018,7/10/2018,1/1/2021,BIL,94780,Vijay Joshi,vijay.joshi@itcinfotech.com,5823820,5101925,ABB India Limited,I2B,12/19/2021,FTE,MARKETING,DATA_IN,ABB India Limited,ABB India Limited,MARKETING,ITCICL,50,0.5,7/2/2026,NI,Power BI,Unclear,1/1/2021,,,63.1,,LL/IN/INT,BLACKROCK,Lateral,,,50% to 99% on bench,5/25/2026,Awaiting project extension,,NAFD - Long Leave,>91 days,LL/IN/INT,,Releases by 20th February 27,Future bench,3/2/2021,Exit by 3th March 27,,,Maternity Leave I / II Child,,8557742685,2/23/2021,Equal 100,,,50,BSH India,ADGM,BNH,MARKETING,,ITC,Yes,,NAFD - Long Leave,,Beyond 60 days,7/10/2018,,3/26/2027,Jan-21,,,,D2,Power BI,"Artificial Intelligence, Data Engineering",Shubham Lahiri,Unclear,"-Power BI, Artificial Intelligence, Data Engineering",Jan-21,,
72239,Pooja Reddy,pooja.reddy@itcinfotech.com,ISB,Employee,8/27/2022,6.3,2.0,8.3,Onsite,Poland,WARSAW,Pool for CMS,BAT_DM,I2ITA,INV,DIGI_EXP,British American Tobacco Shared Services,CROWN_PACK,21636,GOLDMAN_TECH,72492,"Smita,Iyer",INV,"FP,T&M",P,GDC_DEV,LL,DEP,8/27/2022,8/31/2022,12/14/2023,BIL,16267,Vikram Iyer,vikram.iyer@itcinfotech.com,8524467,4688317,British American Tobacco Shared Services,I3L,12/20/2020,FTR,DIGI_EXP,CMS,British American Tobacco Shared Services,British American Tobacco Shared Services,DIGI_EXP,ITCSMG,75,0.75,7/18/2026,,Selenium,Unclear,12/14/2023,,,298.0,D2,Support,,Campus,Without FBD,,50% to 99% on bench,,0,,Proposed - Feedback Awaiting,<30 days,Support,,Releases by 17th March 27,Current bench,2/12/2024,Exit by 18th March 27,,,,,7223921636,1/15/2024,Exceeds 100%,,,75,Baker Hughes India,AON,Other,DIGI_EXP,No,ITC,,,Proposed - Feedback Awaiting,Old,Beyond 60 days,8/31/2022,,2/5/2027,Dec-23,,,,,Selenium,"Ansible, Angular",Purva Shikhare,No,"-Selenium, Ansible, Angular",Dec-23,,
75855,Ravi Banerjee,ravi.banerjee@itcinfotech.com,IS3,Employee,2/19/2020,12.4,0.2,12.6,Offshore,Poland,WARSAW,Pool for ABINV CS,GIC_INFRA,I2FRA,DE,COMP_SEC,Driscoll India,CIO_SERV_MGT,51561,GIC_INFRA,71759,"Meera,Dutta",DE,T&M,P,ASSOCIATE CONS,NI,LAT,2/19/2020,3/4/2020,10/1/2023,BIL,37223,Mohit Kumar,mohit.kumar@itcinfotech.com,4489005,1996482,Driscoll India,I3L,2/2/2022,3PT,COMP_SEC,CMS,Driscoll India,Driscoll India,COMP_SEC,ADM,50,0.5,9/17/2026,NE,ERP-SAP,Confirmed Release,10/1/2023,,,233.4,,Allocated under project,DAY-0-DLY,Lateral,,,50% to 99% on bench,12/18/2026,Future Allocation,,Proposed - Pending Interview,61-90 days,Allocated under project,,Releases by 21th March 27,Current bench,11/30/2023,Exit by 14th April 27,,,,,7585551561,10/2/2023,Exceeds 100%,,,50,British American Tobacco Shared Services,GARTNER,BNH,COMP_SEC,,BZDAI,No,,Proposed - Pending Interview,Old,Release in 30 days,3/4/2020,,6/19/2027,Oct-23,,,,D1,ERP-SAP,"Ansible, Kubernetes",Naresh Chopra,Yes,"-ERP-SAP, Ansible, Kubernetes",Oct-23,,
44108,Smita Tripathi,smita.tripathi@itcinfotech.com,DM5,Employee,11/19/2018,4.6,7.9,12.5,Onsite,Malaysia,KUALA LUMPUR,Pool for ACCOR AD,BLACKROCK,I2ROM,BDMGT,CAO,Schneider Electric India,GIC_ERP,20027,GARTNER_CLOUD,50889,"Pooja,Shah",BDMGT,"FP,T&M",A,CONSULTANT,UN,DEP,11/19/2018,11/21/2018,3/22/2020,BIL,50162,Sunita Menon,sunita.menon@itcinfotech.com,8891731,8527555,Schneider Electric India,I3L,2/10/2024,OCM,CAO,ITC,Schneider Electric India,Schneider Electric India,CAO,CMS,75,0.75,9/9/2026,,React,Extension to be performed/Initiated,3/22/2020,6/28/2026,,40.3,D2,Allocated under project,CIO_SERV_MGT,Campus,Released From Project,,50% to 99% on bench,1/17/2026,0,,Proposed - Pending Interview,31-60 days,Allocated under project,,Releases by 12th February 27,Future bench,5/21/2020,Exit by 11th March 27,,,,,4410820027,5/6/2020,Exceeds 100%,,,75,BSH India,BSH,BNHP,CAO,No,BZDAI,,New Hire to be allocated to projects,Proposed - Pending Interview,Old,Beyond 60 days,11/21/2018,,4/15/2027,Mar-20,,,,,React,"Azure DevOps, Java",Purva Shikhare,No,"-React, Azure DevOps, Java",Mar-20,,
33655,Suresh Sen,suresh.sen@itcinfotech.com,LN7,Non-Employee,9/28/2022,4.2,3.8,8.0,Onsite,Netherlands,AMSTERDAM,Pool for ABINV CX,BAT_DM,HRBCA,BILL,COMP_SEC,ACCOR SA,CROWN_PACK,43204,GOLDMAN_TECH,69478,"Vijay,Patel",BILL,T&M,A,PROGRAM MANAGER,NI,REI,9/28/2022,10/27/2022,6/3/2025,BIL,75580,Vikram Kumar,vikram.kumar@itcinfotech.com,6697277,3812861,ACCOR SA,APAC,5/25/2023,FTE,COMP_SEC,BZDAI,ACCOR SA,ACCOR SA,COMP_SEC,ADM,50,0.5,1/18/2026,NI,Kubernetes,Confirmed Release,6/3/2025,,,211.7,D1,Billed,CIO_SERV_MGT,Lateral,,,50% to 99% on bench,8/20/2026,HR Action,,Allocated to Billable Project,>91 days,Billed,,Releases by 21th January 27,Current bench,8/2/2025,Exit by 27th April 27,,,,,3365543204,5/14/2025,,,,50,ABB India Limited,ACCOR,Other,COMP_SEC,No,,No,,Allocated to Billable Project,,Release in 30 days,10/27/2022,,11/20/2025,Jun-25,,,,D1,Kubernetes,"Python, Java",Shubham Lahiri,No,"-Kubernetes, Python, Java",Jun-25,,
58033,Sunil Kumar,sunil.kumar@itcinfotech.com,IS9,Employee,2/5/2018,2.9,7.2,10.1,Offshore,Australia,SYDNEY,Pool for DATA,GIC_INFRA,I2BRA,OD,COO,Goldman Sachs,GIC_ERP,98790,GIC_INFRA,19958,"Kavya,Menon",OD,"FP,T&M",P,PROGRAM MANAGER,UN,FTE,2/5/2018,2/9/2018,2/5/2021,BIL,32388,Rekha Chatterjee,rekha.chatterjee@itcinfotech.com,7293269,6541381,Goldman Sachs,ITC,1/6/2023,DSC,COO,DATA_IN,Goldman Sachs,Goldman Sachs,COO,ITCICL,100,1.0,6/11/2027,NE,Selenium,Extension to be performed/Initiated,2/5/2021,,,267.7,,BZ,BLACKROCK,Campus,Released From Project,,100% on bench,2/12/2026,SO Awaited,,Unclear,31-60 days,Available,,Releases by 18th January 27,Current bench,4/6/2021,Exit by 27th April 27,,,,17587,5803398790,4/26/2021,Exceeds 100%,,,100,AB InBev GCC Services India Pvt Ltd,ADGM,Other,COO,Yes,BZDAI,No,New Hire to be allocated to projects,Unclear,,Released to Bench,2/9/2018,,1/18/2026,Feb-21,,,,D1,Selenium,"Azure, Java",Joyce Ross,Unclear,"-Selenium, Azure, Java",Feb-21,,
41740,Meera Menon,meera.menon@itcinfotech.com,ISB,Employee,2/21/2019,2.3,7.2,9.5,Offshore,South Africa,JOHANNESBURG,Pool for ABINV CS,GIC_CMS,HRBCA,INV,COO,BSH India,GIC_CMS,68953,GOLDMAN_TECH,67796,"Arun,Mishra",INV,T&M,P,CONSULTANT,NE,REG,2/21/2019,2/26/2019,7/4/2020,BIL,79838,Kunal Mukherjee,kunal.mukherjee@itcinfotech.com,2475571,2674504,BSH India,APAC,7/24/2022,INF,COO,CMS,BSH India,BSH India,COO,CMS,75,0.75,6/12/2027,NE,Ansible,Extension to be performed/Initiated,7/4/2020,4/9/2026,,148.6,D1,Support,DAY-0-DLY,Lateral,Without FBD,,50% to 99% on bench,11/7/2026,SO Awaited,,Proposed - Feedback Awaiting,31-60 days,Support,,Releases by 20th March 27,Current bench,9/2/2020,Exit by 4th May 27,,,,,4174068953,7/26/2020,,,,75,Baker Hughes India,BMI,BNHP,COO,Yes,DXP_SAAS,No,,Proposed - Feedback Awaiting,Old,Release in 30 days,2/26/2019,,11/18/2025,Jul-20,,,,,Ansible,"ERP-SAP, Apache Spark",Purva Shikhare,Yes,"-Ansible, ERP-SAP, Apache Spark",Jul-20,,
23497,Geeta Chatterjee,geeta.chatterjee@itcinfotech.com,DT6,Employee,10/16/2025,9.2,0.1,9.3,Onsite,South Africa,JOHANNESBURG,Pool for BAT,GIC_CMS,HRBMY,BDMGT,INDIA_DIVISION,British American Tobacco Shared Services,CIO_SERV_MGT,29137,GIC_INFRA,13994,"Suresh,Iyer",BDMGT,"FP,T&M",A,PROGRAM MANAGER,BE,CDP,10/16/2025,11/8/2025,12/30/2028,BIL,79347,Rekha Reddy,rekha.reddy@itcinfotech.com,4247276,5546458,British American Tobacco Shared Services,APAC,10/5/2022,DSC,INDIA_DIVISION,DATA_IN,British American Tobacco Shared Services,British American Tobacco Shared Services,INDIA_DIVISION,ITCSMG,50,0.5,1/25/2027,,ERP-SAP,Confirmed Release,12/30/2028,,,125.8,,Support,CIO_SERV_MGT,Campus,Released From Project,,50% to 99% on bench,,SO Awaited,,Proposed - Feedback Awaiting,<30 days,Support,,Releases by 21th March 27,Current bench,2/28/2029,Exit by 15th April 27,,,,,2349729137,2/9/2029,Exceeds 100%,,,50,ACCOR SA,KONE,Other,INDIA_DIVISION,No,BZDAI,,,Proposed - Feedback Awaiting,,Beyond 60 days,11/8/2025,,12/8/2026,Dec-28,,,,D1,ERP-SAP,"React, Kafka",Gauri Tiwari,No,"-ERP-SAP, React, Kafka",Dec-28,,
21583,Arun Iyer,arun.iyer@itcinfotech.com,BC6,Employee,7/3/2018,13.9,7.3,21.2,Onsite,South Africa,JOHANNESBURG,Pool for DATA,BAT_DM,HRBAU,DE,CIO_SERV,Gartner India,GIC_CMS,43708,GOLDMAN_TECH,20935,"Sneha,Tripathi",DE,T&M,A,GDC_DEV,NI,DSC,7/3/2018,7/13/2018,5/26/2022,BIL,93173,Deepa Tripathi,deepa.tripathi@itcinfotech.com,9433511,9473491,Gartner India,APAC,7/8/2023,OCM,CIO_SERV,BZDAI,Gartner India,Gartner India,CIO_SERV,CMS,100,1.0,1/24/2026,NE,Tableau,Extension to be performed/Initiated,5/26/2022,,,22.9,,Available,,Lateral,,,100% on bench,6/7/2027,Awaiting project extension,,Available for mapping,>91 days,Available,,Releases by 12th February 27,Future bench,7/25/2022,Exit by 23th March 27,,,,,2158343708,7/14/2022,Equal 100,,,100,BlackRock Inc,GARTNER,Other,CIO_SERV,No,DXP_SAAS,No,New Hire to be allocated to projects,Available for mapping,,Release in 30 days,7/13/2018,,12/25/2026,May-22,,,,D1,Tableau,"SQL, SAP ABAP",Joyce Ross,Yes,"-Tableau, SQL, SAP ABAP",May-22,,
22804,Naveen Sarkar,naveen.sarkar@itcinfotech.com,ISC,Employee,2/18/2021,1.2,4.6,5.8,Onsite,Singapore,SINGAPORE,Pool for BAT,HRBPH,HRBMY,DEPT,DIGI_EXP,Baker Hughes India,GIC_ERP,83840,ERP_SAP_IMPL,16262,"Meera,Iyer",DEPT,"FP,T&M",A,GDC_DEV,IN,CJC,2/18/2021,3/5/2021,9/23/2023,BIL,57407,Meera Roy,meera.roy@itcinfotech.com,4915104,6161099,Baker Hughes India,I3L,3/16/2021,DSC,DIGI_EXP,DXP_SAAS,Baker Hughes India,Baker Hughes India,DIGI_EXP,ITC,25,0.25,4/3/2027,BE,Angular,Unclear,9/23/2023,10/8/2025,,9.3,,Support,,Lateral,Without FBD,,25% to 50% on bench,,HR Action,,Proposed - Feedback Awaiting,61-90 days,Support,,Releases by 28th March 27,Future bench,11/22/2023,Exit by 25th March 27,,,,,2280483840,10/14/2023,,,,25,ABB India Limited,BMI,BNHP,DIGI_EXP,No,BZDAI,,New Hire to be allocated to projects,Proposed - Feedback Awaiting,New,Beyond 60 days,3/5/2021,,6/23/2027,Sep-23,,,,D2,Angular,"TypeScript, Kubernetes",Sonal R Billava,No,"-Angular, TypeScript, Kubernetes",Sep-23,,
30820,Smita Sinha,smita.sinha@itcinfotech.com,IS7,Employee,1/7/2018,2.3,3.0,5.3,Offshore,India,MUMBAI,Pool for ABINV AD,BLACKROCK,I2NLD,INV,EMEA,Goldman Sachs,CAMPUS_BATCH,85305,GOLDMAN_TECH,52657,"Divya,Kumar",INV,FP,A,GDC_DEV,IN,LAT,1/7/2018,1/31/2018,9/14/2019,BIL,85345,Sanjay Mehta,sanjay.mehta@itcinfotech.com,8968236,6615719,Goldman Sachs,APAC,12/6/2021,OCM,EMEA,BZDAI,Goldman Sachs,Goldman Sachs,EMEA,ITC,25,0.25,6/24/2027,NE,AWS,Extension to be performed/Initiated,9/14/2019,10/14/2026,,257.6,D1,Allocated under project,DAY-0-DLY,Lateral,,,25% to 50% on bench,4/14/2027,0,,Proposed - Pending Interview,<30 days,Allocated under project,,Releases by 22th January 27,Current bench,11/13/2019,Exit by 23th March 27,,,,,3082085305,9/21/2019,,,,25,ABB India Limited,KONE,BNHP,EMEA,No,,No,New Hire to be allocated to projects,Proposed - Pending Interview,Old,Released to Bench,1/31/2018,,8/12/2025,Sep-19,,,,,AWS,"SAP ABAP, Apache Spark",Mohan Pawar,Yes,"-AWS, SAP ABAP, Apache Spark",Sep-19,,
91109,Rekha Chatterjee,rekha.chatterjee@itcinfotech.com,IS2,Employee,7/6/2020,4.8,6.1,10.9,Onsite,Poland,WARSAW,Pool for ABINV AD,HRBPH,I2ITA,FI,GIC_SERV,ABB India Limited,GIC_ERP,95486,GOLDMAN_TECH,93794,"Ajay,Mishra",FI,FP,A,CONSULTANT,BE,DEP,7/6/2020,7/14/2020,10/24/2023,BIL,30346,Sneha Banerjee,sneha.banerjee@itcinfotech.com,3894941,5710737,ABB India Limited,I2B,12/8/2020,DCR,GIC_SERV,CMS,ABB India Limited,ABB India Limited,GIC_SERV,CMS,100,1.0,12/31/2026,,Machine Learning,Confirmed Release,10/24/2023,11/15/2026,Exit by 3th March 26,306.1,,Resigned,DAY-0-DLY,Campus,Allocated,,100% on bench,,SO Awaited,,NAFD - Resigned,<30 days,Resigned,,Releases by 26th March 27,Current bench,12/23/2023,Exit by 28th March 27,,,,,9110995486,9/28/2023,Exceeds 100%,,,100,BSH India,GARTNER,Other,GIC_SERV,Yes,ITC,,New Hire to be allocated to projects,NAFD - Resigned,Old,Beyond 60 days,7/14/2020,,3/18/2027,Oct-23,,1/10/2026,,D1,Machine Learning,"UI/UX Design, ServiceNow",Mohan Pawar,Unclear,"-Machine Learning, UI/UX Design, ServiceNow",Oct-23,,
67492,Smita Mehta,smita.mehta@itcinfotech.com,3PT,Employee,6/28/2022,4.9,2.2,7.1,Onsite,Brazil,SAO PAULO,Pool for ACCOR AD,BAT_DM,HRBBE,INV,GIC_SERV,Goldman Sachs,CAMPUS_BATCH,24035,BAT_DM,88551,"Mohit,Sen",INV,FP,A,PROGRAM MANAGER,LL,LAT,6/28/2022,7/21/2022,4/11/2026,BIL,30074,Sneha Reddy,sneha.reddy@itcinfotech.com,9903930,6855653,Goldman Sachs,EUROPE,12/6/2024,LAT,GIC_SERV,BZDAI,Goldman Sachs,Goldman Sachs,GIC_SERV,ADM,25,0.25,4/17/2026,NE,ServiceNow,Unclear,4/11/2026,6/21/2025,,293.3,,LL/IN/INT,,Lateral,Without FBD,,25% to 50% on bench,,0,,NAFD - Long Leave,31-60 days,LL/IN/INT,,Releases by 3th January 27,Current bench,6/10/2026,Exit by 13th May 27,,,Maternity Leave I / II Child,,6749224035,5/4/2026,Exceeds 100%,,,25,AB InBev GCC Services India Pvt Ltd,BMI,BNHP,GIC_SERV,No,,,,NAFD - Long Leave,,Release in 30 days,7/21/2022,,12/21/2025,Apr-26,,,,D2,ServiceNow,"Machine Learning, React",Vimal Malhotra,,"-ServiceNow, Machine Learning, React",Apr-26,,
83554,Suresh Menon,suresh.menon@itcinfotech.com,GAP,Non-Employee,5/23/2023,11.7,4.5,16.2,Onsite,Saudi Arabia,RIYADH,Pool for ERP,GIC_CMS,I2BRA,FI,MARKETING,KONE India,CROWN_PACK,46122,BAT_DM,91253,"Gaurav,Gupta",FI,T&M,P,GDC_DEV,BE,TRA,5/23/2023,6/18/2023,5/21/2026,BIL,80975,Deepa Kumar,deepa.kumar@itcinfotech.com,3983710,9724378,KONE India,I3L,12/18/2021,INF,MARKETING,CMS,KONE India,KONE India,MARKETING,ADM,25,0.25,3/26/2026,NI,Data Engineering,Unclear,5/21/2026,,,33.3,D2,Billed,DAY-0-DLY,Lateral,Allocated,,25% to 50% on bench,,HR Action,,Allocated to Billable Project,61-90 days,Billed,,Releases by 21th March 27,Future bench,7/20/2026,Exit by 7th March 27,,,,,8355446122,8/5/2026,Exceeds 100%,,,25,AB InBev GCC Services India Pvt Ltd,ACCOR,BNH,MARKETING,,,,,Allocated to Billable Project,,Beyond 60 days,6/18/2023,,11/14/2026,May-26,,,,D1,Data Engineering,"Kubernetes, AWS",Aishwarya M2,Unclear,"-Data Engineering, Kubernetes, AWS",May-26,,
